ESTADO,MUNICIPIO,LOCALIDAD,RNPA,TITULAR,ESPECIE,AREA,FECHA_INICIO,FECHA_TERMINO
SONORA,PTO. PEÑASCO,,2607003999,"S.C.P.A. Y P. ISLAS DE SONORA, S.C.L.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,11/25/2010,11/24/2014
SONORA,PTO. PEÑASCO,,2607003999,"S.C.P.A. Y P. ISLAS DE SONORA, S.C.L.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,11/25/2010,11/24/2014
SONORA,PTO. PEÑASCO,,2607003999,"S.C.P.A. Y P. ISLAS DE SONORA, S.C.L.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,11/25/2010,11/24/2014
SONORA,PTO. PEÑASCO,,2607003999,"S.C.P.A. Y P. ISLAS DE SONORA, S.C.L.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,11/25/2010,11/24/2014
SONORA,PTO. PEÑASCO,,2607003999,"S.C.P.A. Y P. ISLAS DE SONORA, S.C.L.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,11/25/2010,11/24/2014
SONORA,PTO. PEÑASCO,,2607003999,"S.C.P.A. Y P. ISLAS DE SONORA, S.C.L.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,11/25/2010,11/24/2014
SONORA,PTO. PEÑASCO,,2607003999,"S.C.P.A. Y P. ISLAS DE SONORA, S.C.L.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,11/25/2010,11/24/2014
SONORA,PTO. PEÑASCO,,2607003999,"S.C.P.A. Y P. ISLAS DE SONORA, S.C.L.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,11/25/2010,11/24/2014
TABASCO,CENTLA,,2701005163,"S.C.P.A. EL ROBALO BLANCO DE CENTLA, S.C. DE R.L. DE C.V.",JAIBA,"RIO GRIJALVA DESDE TRES BRAZOS, HASTA LA DESEMBOCADURADEL RIO AL GOLFO DE MEXICO",4/26/2010,4/25/2014
TABASCO,CENTLA,,2701005155,"S.C.P.A. DE B. Y S. LOS DOS SOCIOS DE CENTLA, S.C. DE R.L. DE C.V.",CAMARÓN SIETE BARBAS,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO DE BARRA DE SAN PEDRO CENTLA A LA BARRA DE DOS BOCAS PARAISO,5/26/2010,5/25/2014
TABASCO,CENTLA,,2701005106,"S.C.P.A. DE B. Y S. EL MACHIN DE CENTLA, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,RIO GRIJALVA DESDE ARROYO POLO A LA DESEMBOCADURA DEL RIO AL MAR,4/27/2010,4/26/2014
OAXACA,SANTA MARIA TONAMECA,MAZUNTE,2003000771,"S.C.P. Y SERV. MAZUNTE 2000, S.C. DE R.L. DE C.V.",TIBURON,COMPRENDE DE LA BARRA DE COLOTEPEC A BAJOS DE COYULA,3/8/2011,3/7/2015
SINALOA,NAVOLATO,,2509001612,"S.C.P. Y ACUICOLA LAS MUÑECAS, S.C. DE R.L. DE C.V.",TIBURON,LITORAL DEL OCEANO PACIFICO EN EL ESTADO DE SINALOA,4/19/2010,4/18/2014
SINALOA,NAVOLATO,,2509001612,"S.C.P. Y ACUICOLA LAS MUÑECAS, S.C. DE R.L. DE C.V.",TIBURON,LITORAL DEL OCEANO PACIFICO EN EL ESTADO DE SINALOA,4/19/2010,4/18/2014
NAYARIT,ROSAMORADA,SAN MIGUEL ,1805000781,"S.C.P. P. Y AC. LA UNICA DE SAN MIGUEL, S. C. DE R.L DE C.V.",ESCAMA MARINA,"AGUAS NACIONALES DE LAS LAGUNA EL TAMBO, ESTERO , LOS RANCHITOS, ESTERO EL TALLÓN, LAGUNA EL GAVILAN, ESTERO EL TAMARINDO, LAGUNA DEL EMBARCADERO, LAGUNA LAS YEGUAS, ESTERO LOS GUANOS, LAS LAGUNAS DEL VALLE DE LAS PCC. HOTE DEL MUNICIPIO DE ROSAMORADA NAYARIT",4/30/2012,4/29/2017
NAYARIT,ROSAMORADA,SAN  MIGUEL ,1805000781,"S.C.P. P. Y AC. LA UNICA DE SAN MIGUEL, S. C. DE R",CAMARON DE ESTERO,"AGUAS DE JURISDICCION FEDERAL DE LA LAGUNA EL TAMBO, ESTERO LOS RANCHITOS",9/6/2011,3/5/2016
CAMPECHE,CALKINI,ISLA ARENA,408000677,"S.C.P. IXOYE MARINOS, S.C. DE R.L.",ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,12/18/2012,12/17/2014
VERACRUZ,ALVARADO,LAS PALMITAS,3001008394,"S.C.P. EL TECOMATE, S.C. DE R.L.",LANGOSTINO,RIO PAPALOAPAN DE ALVARADO A BUENA VISTA,9/25/2012,9/24/2014
VERACRUZ,ALVARADO,LAS PALMITAS,3001008394,"S.C.P. EL TECOMATE, S.C. DE R.L.",ESCAMA,"LAGUNA TECOMATE Y CASA DE PIEDRA, RIO PAPALOAPAN DE ALVARADO A BUENA VISTA",9/25/2012,9/24/2014
SINALOA,GUASAVE,GUASAVE,2505001798,"S.C.P. DE BIENES Y SERVICIOS GUASAVE CUATROCIENTOS, S.C.L. DE C.V.",TIBURON,EN AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE SINALOA,2/1/2010,1/31/2014
SINALOA,GUASAVE,GUASAVE,2505001798,"S.C.P. DE BIENES Y SERVICIOS GUASAVE CUATROCIENTOS, S.C.L. DE C.V.",ESCAMA MARINA,EN AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE SINALOA,2/1/2010,1/31/2014
SINALOA,GUASAVE,GUASAVE,2505001798,"S.C.P. DE BIENES Y SERVICIOS GUASAVE CUATROCIENTOS, S.C.L. DE C.V.",JAIBA,"AGUAS MARINAS DE LA BAHIA DE SANTA MARIA Y NAVACHISTE, EN EL ESTADO DE SINALOA",8/26/2012,8/25/2016
CHIAPAS,CATAZAJA,POBLADO CUYO ALVARO OBREGON,704001007,"S.C.P. DE B. Y S.  PANTANAL CUYO ALVARO OBREGON, S.C.L. DE C.V.",ESCAMA DE AGUA DULCE,"LAGUNAS: LAGARTERA, MATA LARGA, RAMONAL, INGLES, PEDERNALES, SAN ROMAN, EL COCHOL, SAN JUAN, SAN JUANITO, EL COROZO, BOLOCONTE, EL CUYO, LARGA PAKAYAL,PALO MOCHO, HERRADURITA, EL AGUACATE,PATRICIO,TINTILLO, RIO CHICO DESDE LA BOCA DEL RIO HASTA EL GUASIMO Y SOBRE EL RIO USUMACINTA DE LA MITAD DEL MULATO HASTA LA BOCA DE SAN ANTONIO,LAGUNA PAJARAL",10/31/2012,10/30/2014
CAMPECHE,CARMEN,CD. DEL CARMEN,402004972,"S.C.P. DE A. Y C. Y ESC. Y CAP. DE PESC. Y MARIS. DE EXP. VILLA DEL MAR, S.C.L. DE C.V.",CAMARÓN SIETE BARBAS,DE PUERTO REAL A LA DESEMBOCADURA DEL RIO SAN PEDRO EN CD. DEL CARMEN CAMPECHE,11/12/2012,11/11/2014
CAMPECHE,CARMEN,CD. DEL CARMEN,402004972,"S.C.P. DE A. Y C. Y ESC. Y CAP. DE PESC. Y MARIS DE EXP. VILLA DEL MAR, S.C.L. DE C.V.",ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,11/12/2012,11/11/2014
BAJA CALIFORNIA SUR,LA PAZ,MELITON ALBAÑEZ,305007569,"S.C.P. BATURY, S.C. DE R.L. DE C.V.",ESCAMA MARINA,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL MUNICIPIO DE LA PAZ, BAJA CALIFORNIA SUR",9/21/2012,9/20/2014
CAMPECHE,CARMEN,CD. DEL CARMEN,402002497,"S.C.P. B. Y S. PESCADORES DE TATENAN, SC DE RL.",ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,5/29/2012,5/28/2014
BAJA CALIFORNIA SUR,COMONDÚ,PTO. SAN CARLOS,305002289,"S.C.P. ACUIC. Y PESQ. ""BIOMAR"", SCL",CALAMAR,"LITORAL DEL OCEANO PACIFICO, EN LA JURISDICCIÓN DEL MPIO. DE COMONDU",3/3/2012,3/2/2014
TABASCO,BALANCAN,,2706000326,"S.C.L AGAVIOTA DEL EJIDO LIMON, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,"LAGUNA SUSIL, RIO SAN PEDRO",3/12/2010,3/11/2014
BAJA CALIFORNIA SUR,LORETO,LORETO,306001033,"S.C.A.P.P. MONSERRAT, S. DE R.L.",ESCAMA MARINA,"AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA ADYACENTES AL MUNICIPIO DE MULEGE, EN EL ESTADO DE BAJA CALIFORNIA SUR.",3/23/2012,3/22/2014
BAJA CALIFORNIA SUR,LORETO,LORETO ,306001033,"S.C.A.P.P. MONSERRAT, S. DE R.L.",ESCAMA,"JURISDICCION DEL MPIO DE LORETO, EDO. DE B.C.S.",10/8/2012,10/7/2014
BAJA CALIFORNIA SUR,LORETO,LORETO ,306001033,"S.C.A.P.P. MONSERRAT, S. DE R.L.",ESCAMA,"JURISDICCION DEL MPIO DE LORETO, EDO. DE B.C.S.",10/8/2012,10/7/2014
BAJA CALIFORNIA SUR,LORETO,LORETO ,306001033,"S.C.A.P.P. MONSERRAT, S. DE R.L.",ESCAMA,"JURISDICCION DEL MPIO DE LORETO, EDO. DE B.C.S.",10/8/2012,10/7/2014
BAJA CALIFORNIA SUR,LORETO,LORETO ,306001033,"S.C.A.P.P. MONSERRAT, S. DE R.L.",ALMEJA CHOCOLATA,"JURISDICCION DEL MPIO DE LORETO, EDO. DE B.C.S.",12/1/2011,1/31/2014
CHIAPAS,TONALA,PAREDON,706001641,"S.C.A. CAMARONEROS DE LA COSTA, S.C. DE R.L. ",TIBURÓN,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE CHIAPAS,7/20/2012,4/30/2015
CHIAPAS,TONALA,PAREDON,706001641,"S.C.A. CAMARONEROS DE LA COSTA, S.C. DE R.L.",JAIBA,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE CHIAPAS,7/20/2012,7/19/2014
CHIAPAS,TONALA,PAREDON,706001641,"S.C.A. CAMARONEROS DE LA COSTA, S.C. DE R.L.",ESCAMA MARINA,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE CHIAPAS,7/20/2012,7/19/2014
CHIAPAS,TAPACHULA,PUERTO MADERO,70500451,"S.C.A. ""FRONTERA PACIFICO DE PUERTO MADERO"", S.C.L. DE C.V.",TIBURON,LITORAL DEL OCEANO PACIFICO EN EL ESTADO DE CHIAPAS,10/24/2011,4/30/2014
CAMPECHE,CARMEN,ISLA AGUADA,405000530,"S.C.""LA DUEÑA"",DE B. Y S.  S.C.L. DE C.V.",ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,6/20/2012,6/19/2014
NAYARIT,SAN BLAS,,1802000958,"S.C. SANTA CRUZ DE MIRAMAR, DE R.L. DE C.V.",LANGOSTA  ,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE NAYARIT,9/27/2010,9/26/2014
TABASCO,CENTLA,,2701002847,"S.C. RIO TRAPICHE, S.C.L. DE C.V.",LANGOSTINO,"RIO TRAPICHE, ARROYOS: EL CAJETE, EL ESCARBAO Y PAJARAL, LAGUNAS: DEL COCO Y CHICA",5/25/2010,5/24/2014
TABASCO,CENTLA,,2701002847,"S.C. RIO TRAPICHE, S.C.L. DE C.V.",ESCAMA DE AGUA DULCE,"RIO TRAPICHE, ARROYOS: EL CAJETE, EL ESCARBAO Y PAJARAL, LAGUNAS: DEL COCO Y CHICA",5/25/2010,5/24/2014
TABASCO,CENTLA,,2701001162,"S.C. RIBERA GRANDE, S.R.L. DE C.V.",LANGOSTINO,RIO USUMACINTA Y LAGUNA SAN PEDRITO,6/2/2010,6/1/2014
TABASCO,CENTLA,,2701001162,"S.C. RIBERA GRANDE, S.R.L. DE C.V.",ESCAMA DE AGUA DULCE,RIO USUMACINTA Y LAGUNA SAN PEDRITO,6/2/2010,6/1/2014
TABASCO,CENTLA,,2701002509,"S.C. RIBERA ALTA 3RA SECCION, S.R.L. DE C.V.",LANGOSTINO,"RIO USUMACINTA, LAGUNA SAN PEDRITO Y CANAL CENTLA",5/28/2010,5/27/2014
TABASCO,CENTLA,,2701002509,"S.C. RIBERA ALTA 3RA SECCION, S.R.L. DE C.V.",ESCAMA DE AGUA DULCE,"RIO USUMACINTA, LAGUNA SAN PEDRITO Y CANAL CENTLA",5/28/2010,5/27/2014
TABASCO,CARDENAS,SANCHEZ MAGALLANES,2704000807,"S.C. RENOVACION Y SOLIDARIDAD, S.R.L. DE C.V.",OSTION,"LAGUNAS: CARMEN, PAJONAL Y MACHONA",9/14/2010,9/13/2014
CAMPECHE,CAMPECHE,SAN FCO. DE CAMPECHE,401005020,"S.C. PUNTA ISLA PIEDRA, SC DE RL DE CV.",PULPO,LITORAL DEL ESTADO DE CAMPECHE,6/20/2012,3/15/2014
CAMPECHE,CAMPECHE,SAN FCO. DE CAMPECHE,401005020,"S.C. PUNTA ISLA PIEDRA, S.C. DE R.L. DE C.V.",ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,3/14/2012,3/13/2014
BAJA CALIFORNIA SUR,MULEGE,LA BOCANA,310000021,"S.C. PROGRESO DE PRODUCCIÓN PESQUERA, S.C. DE R.L.",LISA,"JURISDICCIÓN DEL MUNICIPIO DE MULEGE, EDO. DE B.C.S.",4/24/2012,4/23/2014
BAJA CALIFORNIA SUR,MULEGE,LA BOCANA,310000021,"S.C. PROGRESO DE PRODUCCIÓN PESQUERA, S.C. DE R.L.",ESCAMA,JURISDICCIÓN DEL MPIO DE MULEGE,7/8/2010,7/7/2014
BAJA CALIFORNIA SUR,MULEGE,LA BOCANA,310000021,"S.C. PROGRESO DE PRODUCCIÓN PESQUERA, S.C. DE R.L.",ESCAMA,JURISDICCIÓN DEL MPIO DE MULEGE,7/8/2010,7/7/2014
BAJA CALIFORNIA SUR,MULEGE,LA BOCANA,310000021,"S.C. PROGRESO DE PRODUCCIÓN PESQUERA, S.C. DE R.L.",ESCAMA,JURISDICCIÓN DEL MPIO DE MULEGE,7/8/2010,7/7/2014
BAJA CALIFORNIA SUR,MULEGE,LA BOCANA,310000021,"S.C. PROGRESO DE PRODUCCIÓN PESQUERA, S.C. DE R.L.",CARNADA VIVA,JURISDICCION DEL MPIO DE MULEGE,4/24/2012,4/23/2014
BAJA CALIFORNIA SUR,MULEGE,LA BOCANA,310000021,"S.C. PROGRESO DE PRODUCCIÓN PESQUERA, S.C. DE R.L.",CALAMAR,"LITORAL DEL OCEANO PACIFICO EN LA JURISDICCION DE MULEGE, EDO. DE B.C.S.",4/28/2012,4/27/2014
BAJA CALIFORNIA SUR,MULEGE,ENSENADA,3100000021,"S.C. PROGRESO DE PRODUCCION PESQUERA, S.C. DE R.L.","PESCA MULTIPLE                  (ABULON AZUL, ABULON AMARILLO, ABULON NEGRO, ABULON CHINO, CARACOL PANOCHA, LANGOSTA ROJA, LANGOSTA AZUL, PULPO)","AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO ADYACENTES AL ESTADO DE BAJA CALIFORNIA SUR, ANEXA COORDENADAS GEOGRAFICAS",1/30/2012,1/29/2032
GUERRERO,LA UNION ,PASO DE LA GOLETA ,1202003080,"S.C. PRESA LA VILLITA, S.C. DE R.L.",ESCAMA DE AGUA DULCE,PRESA JOSE MA. MORELOS,5/2/2011,5/1/2016
BAJA CALIFORNIA SUR,LA PAZ,PUERTO CHALE,305007619,"S.C. PESQUERA TURISTICA ENSENADA DEL DATIL, S.C. DE R.L. DE C.V.",ESCAMA MARINA,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA , ADYACENTES AL MUNICIPIO DE LA PAZ, BAJA CALIFORNIA SUR",7/16/2012,7/15/2014
TABASCO,CENTLA,,2701004307,S.C. PESCADORES DEL CAÑAVERAL S.C. DE R.L. DE C.V.,PEJE LAGARTO,"LAGUNAS: LARGA, SESTIADERO, CORCOBAO, BOCAL DEL OJAL, AGUA NEGRA Y NAVAJOTA",4/28/2010,4/27/2014
TABASCO,CENTLA,,2701004307,S.C. PESCADORES DEL CAÑAVERAL S.C. DE R.L. DE C.V.,LANGOSTINO,"LAGUNA LARGA, SESTIADERO, CORCOBAO, BOCAL DE OJAL, AGUA NEGRA Y NAVAJITA",4/28/2010,4/27/2014
TABASCO,CENTLA,,2701004307,S.C. PESCADORES DEL CAÑAVERAL S.C. DE R.L. DE C.V.,ESCAMA DE AGUA DULCE,"LAGUNA LARGA, SESTIADERO, CORCOBAO, BOCAL DE OJAL, AGUA NEGRA Y NAVAJITA",4/28/2010,4/27/2014
SONORA,PTO. PEÑASCO,,2607004310,"S.C. PESCADORES DE SAN JUDAS, S.C. DE R.L. DE C.V.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,12/8/2010,12/7/2014
SONORA,PTO. PEÑASCO,,2607004310,"S.C. PESCADORES DE SAN JUDAS, S.C. DE R.L. DE C.V.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,12/8/2010,12/7/2014
SONORA,PTO. PEÑASCO,,2607004310,"S.C. PESCADORES DE SAN JUDAS, S.C. DE R.L. DE C.V.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,12/8/2010,12/7/2014
SONORA,PTO. PEÑASCO,,2607004310,"S.C. PESCADORES DE SAN JUDAS, S.C. DE R.L. DE C.V.",JAIBA,PUERTO LOBOS A BAHIA ADAIR ,12/8/2010,12/7/2014
TABASCO,CENTLA,,2701001238,"S.C. PESCADORES DE LA CONCEPCION, S.R.L. DE C.V.",PEJE LAGARTO,"LAGUNAS: CONCEPCION, ENSENADA, MIXTEQUILLA, QUEBRAJACHE, SANTA URSULA, PEDRO GRANDE, ETC",4/6/2010,4/5/2014
TABASCO,CENTLA,,2701001238,"S.C. PESCADORES DE LA CONCEPCION, S.R.L. DE C.V.",LANGOSTINO,"LAGUNAS: CONCEPCION, ENSENADA, MIXTEQUILLA, QUEBRAJACHE, SANTA URSULA, PEDRO GRANDE, ETC",4/6/2010,4/5/2014
TABASCO,CENTLA,,2701001238,"S.C. PESCADORES DE LA CONCEPCION, S.R.L. DE C.V.",ESCAMA DE AGUA DULCE,"LAGUNAS: CONCEPCION, ENSENADA, MIXTEQUILLA, QUEBRAJACHE, SANTA URSULA, PEDRO GRANDE, ETC",4/6/2010,4/5/2014
BAJA CALIFORNIA SUR,LORETO,LORETO,306001934,"S.C. PESCADORES DE ENSENADA BLANCA, S.C. DE R.L. DE C.V.",ESCAMA MARINA,"AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA ADYACENTES AL MUNICIPIO DE MULEGE, EN EL ESTADO DE BAJA CALIFORNIA SUR.",3/23/2012,3/22/2014
BAJA CALIFORNIA SUR,COMONDU,PTO. ADOLFO LOPEZ MATEOS ,308000553,"S.C. PALMITAS, S.C. DE R.L. DE C.V.",CAMARÓN DE ESTERO,"SISTEMA LAGUNAR BAHÍA MAGDALENA Y BAHÍA ALMEJAS, MUNICIPIO DE COMONDÚ, ESTADO DE BAJA CALIFORNIA SUR",2/29/2012,2/28/2014
SINALOA,"inexistencia de la información en esta Dirección, esto en apego a los artículos 42 y 46 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental, así como lo estipulado en la Fracción V del artículo 70 del Reglamento de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.","inexistencia de la información en esta Dirección, esto en apego a los artículos 42 y 46 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental, así como lo estipulado en la Fracción V del artículo 70 del Reglamento de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.",2504001336,"S.C. P.P. JOSE OSUNA CRESPO, S. DE R.L. DE C.V.",CAMARON DE ESTERO,"inexistencia de la información en esta Dirección, esto en apego a los artículos 42 y 46 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental, así como lo estipulado en la Fracción V del artículo 70 del Reglamento de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.",9/1/1999,8/31/2019
CHIAPAS,"inexistencia de la información en esta Dirección, esto en apego a los artículos 42 y 46 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental, así como lo estipulado en la Fracción V del artículo 70 del Reglamento de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.","inexistencia de la información en esta Dirección, esto en apego a los artículos 42 y 46 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental, así como lo estipulado en la Fracción V del artículo 70 del Reglamento de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.",701000093,S.C. P.P LA PALMA S.C.L,CAMARÓN DE ESTERO,"inexistencia de la información en esta Dirección, esto en apego a los artículos 42 y 46 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental, así como lo estipulado en la Fracción V del artículo 70 del Reglamento de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.",4/1/1996,3/30/2016
TABASCO,CENTLA,,2701001089,"S.C. NUEVO CENTLA, S.R.L. DE C.V.",PEJE LAGARTO,"LAGUNAS: EL COMETA, ARROYO HONDO Y RIO SAN PEDRO",4/6/2010,4/5/2014
TABASCO,CENTLA,,2701001089,"S.C. NUEVO CENTLA, S.R.L. DE C.V.",ESCAMA DE AGUA DULCE,"LAGUNAS: EL COMETA, ARROYO HONDO Y RIO SAN PEDRO",4/6/2010,4/5/2014
NAYARIT,TECUALA,TECUALA,1803000528,"S.C. NORTE DE NAYARIT, DE R.L. DE C.V.",CAMARON DE ESTERO,"AGUAS DE JURISDICCIÓN FEDERAL DE LAS LAGUNAS LAS GARZAS, EL CHAGUIN, LAS MULAS, EL RINCON, CALIXTRA Y LOS ESTEROS CHURIGA, CONCHAS, GUASIMA, PERICOS Y PUERTA DEL RIO EN EL MUNICIPIO DE TECUALA, DEL ESTADO DE NAYARIT",9/5/2012,9/4/2016
BAJA CALIFORNIA SUR,MULEGE,MULEGE PUEBLO,312003189,"S.C. MULEGE DORADO, S.C. DE R.L. DE C.V.",ESCAMA MARINA,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA , ADYACENTES AL MUNICIPIO DE MULEGE,  ESTADO DE BAJA CALIFORNIA SUR",7/16/2012,7/15/2014
BAJA CALIFORNIA SUR,MULEGE,MULEGE PUEBLO,312003189,"S.C. MULEGE DORADO, S.C. DE R.L. DE C.V.",CALAMAR,"AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA ADYACENTES AL MUNICIPIO DE MULEGE, ESTADO DE BAJA CALIFORNIA SUR",5/29/2012,5/28/2014
BAJA CALIFORNIA SUR,COMONDU,PTO. SAN CARLOS,311002331,"S.C. MARES DEL SUR, S.C. DE R.L. DE C.V.",CALAMAR GIGANTE,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL MUNICIPIO DE COMONDU, EN EL ESTADO DE BAJA CALIFORNIA SUR",3/23/2012,3/22/2014
TABASCO,CARDENAS,SANCHEZ MAGALLANES,2704002589,"S.C. LOS PESCADORES DEL COMPLEJO, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,11/23/2010,11/22/2014
TABASCO,CARDENAS,SANCHEZ MAGALLANES,2704002589,"S.C. LOS PESCADORES DEL COMPLEJO, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,LAGUNAS: MACHONA Y EL CARMEN,11/23/2010,11/22/2014
TABASCO,CARDENAS,,2704002556,"S.C. LOS NAVEGANTES DE MAGALLANES, S.C. DE R.L. DE C.V.",ESCAMA MARINA,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,6/4/2010,6/3/2014
JALISCO,MAGDALENA,LA QUEMADA,1404004192,"S.C. LAS TEMPRANILLAS, S.C. DE R.L.",ESCAMA DE AGUA DULCE,BORDOS LA QUEMADA NO. 1 Y 2,12/17/2012,12/16/2015
VERACRUZ,ALVARADO,ALVARADO,300100911,"S.C. LAGUNA Y PUERTO DE ALVARADO, S.C. DE R.L.",LANGOSTINO,LAGUNA DE ALVARADO,1/14/2013,1/13/2015
VERACRUZ,ALVARADO,ALVARADO,300100911,"S.C. LAGUNA Y PUERTO DE ALVARADO, S.C. DE R.L.",JAIBA,LAGUNA DE ALVARADO,1/14/2013,1/13/2015
VERACRUZ,ALVARADO,ALVARADO,300100911,"S.C. LAGUNA Y PUERTO DE ALVARADO, S.C. DE R.L.",ESCAMA,LAGUNA DE ALVARADO,1/14/2013,1/13/2015
TABASCO,CARDENAS,,2704002548,"S.C. LAGUNA CUCHUPETA, S.C. DE R.L. DE C.V.",ESCAMA MARINA,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,6/4/2010,6/3/2014
TABASCO,CENTLA,,2701004638,"S.C. LA ZUZUKA, S.C. DE R.L. DE C.V.",LANGOSTINO,RIO GRIJALVA DE ARROYO POLO A LA DESEMBOCADURA DEL MAR,6/21/2010,6/20/2014
BAJA CALIFORNIA SUR,LORETO,SAN NICOLAS,306001710,"S.C. LA RAMADITA, S.C. DE R.L.",ESCAMA MARINA,"AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA ADYACENTES AL MUNICIPIO DE MULEGE, EN EL ESTADO DE BAJA CALIFORNIA SUR.",3/22/2012,3/21/2014
BAJA CALIFORNIA SUR,COMONDÚ,PUERTO SAN CARLOS,311002158,"S.C. LA ORIGINAL, S.C. DE R.L. DE C.V.",CALAMAR GIGANTE,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL MUNICIPIO DE COMONDU, ESTADO DE BAJA CALIFORNIA SUR",7/17/2012,7/16/2014
BAJA CALIFORNIA SUR,LORETO,LORETO,306001892,"S.C. LA CHOFORITA, S.C. DE R.L.",ESCAMA MARINA,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL MUNICIPIO DE COMONDU, EN EL ESTADO DE BAJA CALIFORNIA SUR",10/17/2012,10/16/2014
TABASCO,PARAISO,,2703001590,"S.C. LA BELLOTA, S.C. DE R.L. DE C.V.",LANGOSTINO,"LAGUNAS: CHIFLADORA, SANTA ANITA, ESLABON, LA POTRANCA, SI SEÑORA, TINAJA, EL PROVECHO",6/15/2010,6/14/2014
TABASCO,PARAISO,,2703001590,"S.C. LA BELLOTA, S.C. DE R.L. DE C.V.",JAIBA,"LAGUNAS: CHIFLADORA, SANTA ANITA, ESLABON, LA POTRANCA, SI SEÑORA, TINAJA, EL PROVECHO",6/15/2010,6/14/2014
TABASCO,PARAISO,,2703001590,"S.C. LA BELLOTA, S.C. DE R.L. DE C.V.",ESCAMA MARINA,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,6/15/2010,6/14/2014
TABASCO,PARAISO,,2703001590,"S.C. LA BELLOTA, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,"LAGUNAS: CHIFLADORA, SANTA ANITA, ESLABON, LA POTRANCA, SI SEÑORA, TINAJA, EL PROVECHO",6/15/2010,6/14/2014
TABASCO,CENTLA,,2701004893,"S.C. HUACHINANGUEROS DE SAN PEDRO, S.C. DE R.L. DE C.V.",ESCAMA MARINA,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,3/12/2010,3/11/2014
