NO. TÍTULO,RNP,NOMBRE,MATRÍCULA,MARCA DE MOTOR,TON. NETAS,MOTOR HP
125098175195,25031857,PALMITAS 8,2502097113-5,YAMAHA,0.840,115.00
125098175195,25031832,PALMITAS 9,2502097213-1,HONDA,0.840,90.00
125098175197,25056342,PALMA  2,2502261813-3,YAMAHA,0.840,75.00
125098175197,25056359,PALMA  3,2502261913-2,YAMAHA,0.840,75.00
125098175197,25038340,PALMA  4,2502262013-1,YAMAHA,0.840,75.00
125098175197,25038308,PALMA  5,2502262113-6,MERCURY,0.840,50.00
125098175197,25038357,PALMA  6,2502262213-3,YAMAHA,0.840,75.00
125098175197,25031246,PALMA  7,2502262313-6,YAMAHA,0.840,75.00
125098175197,25038399,PALMA  8,2502262413-5,YAMAHA,0.840,115.00
125098175197,25056367,PALMA  9,2502262513-5,HONDA,0.840,75.00
125098175197,25084013,PALMA 10,2502262613-2,YAMAHA,0.840,50.00
125098175197,25056409,PALMA 11,2502262713-3,MERCURY,0.840,75.00
125098175197,25084021,PALMA 13,2502262913-5,HONDA,0.840,75.00
125098175197,25038290,PALMA 14,2502263013-3,MERCURY,0.840,50.00
125098175197,25056417,PALMA 15,2502263113-5,YAMAHA,0.840,75.00
125098175197,25038365,PALMA 16,2502263213-6,YAMAHA,0.840,75.00
125098175197,25038332,PALMA 17,2502263313-9,YAMAHA,0.840,60.00
125098175197,25056425,PALMA 18,2502263413-5,YAMAHA,0.840,75.00
125098175197,25056375,PALMA 19,2502263513-8,YAMAHA,0.840,60.00
125098175197,25056383,PALMA 20,2502263613-5,MERCURY,0.840,75.00
125098175197,25056433,PALMA 21,2502263713-3,HONDA,0.840,75.00
125098175197,25056300,PALMA 22,2502263813-9,YAMAHA,0.840,60.00
125098175197,25038324,PALMA 24,2502264013-5,YAMAHA,0.840,48.00
125098175197,25038282,PALMA 25,2502264113-3,YAMAHA,0.840,75.00
125098175197,25056334,PALMA 26,2502264213-5,HONDA,0.840,75.00
125098175197,25038407,PALMA 27,2502264313-5,YAMAHA,0.840,48.00
125098175197,25056318,PALMA 28,2502264413-2,HONDA,0.840,75.00
125098175197,25056326,PALMA 29,2502264513-4,YAMAHA,0.840,75.00
125098175197,25062910,PALMA 30,2502264613-3,YAMAHA,0.840,75.00
125098175197,25038381,PALMA 31,2502264713-9,YAMAHA,0.840,115.00
125098175197,25038373,PALMA 32,2502264813-2,YAMAHA,0.840,115.00
125098175197,25062928,PALMA 33,2502264913-0,YAMAHA,0.840,75.00
125098175197,25062902,PALMA 34,2502265013-3,YAMAHA,0.840,75.00
125098175197,25056441,PALMA 38,2502265413-4,HONDA,0.840,75.00
126047025014,26018653,ANDREA,2602462713-3,YAMAHA,0.840,75.00
126047025014,26018606,ISABEL,2602462813-1,YAMAHA,0.840,75.00
126047025014,26018697,ITZEL,2602462413-5,EVINRUDE,0.840,65.00
126047025014,26012310,MELINDA 1,2602463113-2,YAMAHA,0.840,75.00
103053024006,25067182,T.P.P. #01,2504249313-8,HONDA,0.360,15.00
103053024006,25067240,T.P.P. #06,2504249813-3,YAMAHA,0.360,15.00
125098175198,25056235,PUERTO DE ALTATA 1,2502273113-9,MERCURY,0.840,60.00
125098175198,25034885,PUERTO DE ALTATA 10,2502274013-5,YAMAHA,0.840,75.00
125098175198,25056137,PUERTO DE ALTATA 11,2502274113-5,YAMAHA,0.840,115.00
125098175198,25034893,PUERTO DE ALTATA 12,2502274213-2,JOHNSON,0.840,105.00
125098175198,25054669,PUERTO DE ALTATA 14,2502274413-5,MERCURY,0.840,75.00
125098175198,25056227,PUERTO DE ALTATA 15,2502274513-7,YAMAHA,0.840,75.00
125098175198,25056201,PUERTO DE ALTATA 16,2502274613-9,HONDA,0.840,50.00
125098175198,25034810,PUERTO DE ALTATA 17,2502274713-3,YAMAHA,0.840,115.00
125098175198,25056219,PUERTO DE ALTATA 18,2502274813-2,HONDA,0.840,75.00
125098175198,25034844,PUERTO DE ALTATA 19,2502274913-1,YAMAHA,0.840,60.00
125098175198,25056193,PUERTO DE ALTATA 20,2502275013-4,YAMAHA,0.840,75.00
125098175198,25034828,PUERTO DE ALTATA 21,2502275113-8,HONDA,0.840,50.00
125098175198,25054651,PUERTO DE ALTATA 22,2502275213-4,MERCURY,0.840,90.00
125098175198,25034919,PUERTO DE ALTATA 23,2502275313-3,HONDA,0.840,90.00
125098175198,25034927,PUERTO DE ALTATA 25,2502275513-3,MERCURY,0.840,75.00
125098175198,25034877,PUERTO DE ALTATA 26,2502275613-2,YAMAHA,0.840,75.00
125098175198,25034901,PUERTO DE ALTATA 3,2502273313-4,YAMAHA,0.840,115.00
125098175198,25062878,PUERTO DE ALTATA 30,2502276013-3,MERCURY,0.840,90.00
125098175198,25062860,PUERTO DE ALTATA 31,2502276113-1,HONDA,0.840,75.00
125098175198,25062852,PUERTO DE ALTATA 33,2502276313-3,HONDA,0.840,90.00
125098175198,25034836,PUERTO DE ALTATA 4,2502273413-8,HONDA,0.840,75.00
125098175198,25034851,PUERTO DE ALTATA 5,2502273513-3,MERCURY,0.840,90.00
125098175198,25034802,PUERTO DE ALTATA 6,2502273613-3,MERCURY,0.840,60.00
125098175198,25055369,PUERTO DE ALTATA 7,2502273713-6,HONDA,0.840,50.00
125098175198,25056185,PUERTO DE ALTATA 8,2502273813-1,HONDA,0.840,75.00
125098175198,25056243,PUERTO DE ALTATA 9,2502273913-9,JOHNSON,0.840,105.00
1020308320500,02009041,ERIK  I,02011042139,YAMAHA,0.840,80.00
12509899313541,25140260,MARIA DE LOURDES,25033029131,YAMAHA,0.840,115.00
1260398320054,26022871,ROSARIO JR,2601097913-9,YAMAHA,0.840,115.00
125080167036,25111089,KARLA,25032104134,JOHNSON,0.350,45.00
1020308320527,02026607,BAJA MAR V,0202108113-7,YAMAHA,0.840,100.00
126070832050-7,26079129,NEDELITO,2601266413-4,YAMAHA,0.840,115.00
317004994002,17000043,DUVALIN,1701163513-3,A REMO,0.280,0.00
317004994002,17000118,EL TITANIC,1701164013-5,A REMO,0.280,0.00
317004994002,17000050,FRANCHE,1701164113-5,A REMO,0.280,0.00
317004994002,17000100,LA BUSCADORA,1701163713-6,A REMO,0.280,0.00
317004994002,17000019,LA CHAKIRA,1701164413-5,A REMO,0.280,0.00
317004994002,17000092,LA DESPRECIADA,1701163413-8,A REMO,0.280,0.00
317004994002,17000084,LA LIGERA,1701164513-7,A REMO,0.350,0.00
317004994002,17000035,LA PESCADORA,1701163913-9,A REMO,0.280,0.00
317004994002,17000068,LA POCHUACA,1701163813-1,A REMO,0.280,0.00
317004994002,17000076,LA PODEROSA,1701164313-8,A REMO,0.280,0.00
317004994002,17000126,PESCALOTRA,1701163613-3,A REMO,0.280,0.00
317004994002,17000027,VAGABUNDA,1701164213-2,A REMO,0.280,0.00
227045832201,27066943,JULIA I,2701764013-2,SUZUKI,0.840,60.00
227045832201,27066935,SONIA,2701737513-8,YAMAHA,0.840,60.00
1020302070096,02031920,RUBY I,02014454136,HONDA,0.840,75.00
1020302070096,02031938,RUBY II,02014455136,HONDA,0.840,75.00
1020302070096,02031946,RUBY III,02014456133,HONDA,0.840,75.00
1020302070096,02031953,RUBY IV,02014457134,HONDA,0.840,75.00
230114993050,30122170,GUADALUPE,3002632413-6,YAMAHA,0.840,60.00
230015993147,30139463,LA PARCHADA,3002925613-5,YAMAHA,0.840,60.00
230015993147,30139471,LA SIRENITA II,3002925713-0,YAMAHA,0.840,60.00
230114993328,30139430,LA VICTORIA,3002904313-4,YAMAHA,0.840,60.00
1020303090208,02005742,ERIPAC 01,0201050313-7,YAMAHA,0.350,48.00
1020303090208,02005767,ERIPAC 03,0201050513-7,HONDA,0.350,50.00
1020303090208,02005783,ERIPAC 05,0201050713-4,YAMAHA,0.350,40.00
1020303090208,02005791,ERIPAC 06,0201050813-5,MERCURY,0.350,55.00
1020303090208,02005817,ERIPAC 08,0201051013-6,MERCURY,0.350,40.00
1020303090208,02023968,ERIPAC 20,0201336510-5,SUZUKI,0.840,70.00
1020303090208,02023976,ERIPAC 21,0201336613-5,SUZUKI,0.840,50.00
230064993067,30139521,BOLAS,3002367713-8,YAMAHA,0.840,75.00
230064993067,30139539,PATTY,3001822813-2,YAMAHA,0.840,60.00
1260969930797,26093690,A.P.C. # 1,2603335313-5,EVINRUDE,0.840,105.00
1260969930797,26093898,A.P.C. # 2,2603335413-4,EVINRUDE,0.840,105.00
1260969930797,26093906,A.P.C. # 3,2603335513-5,YAMAHA,0.840,115.00
1260969930797,26093914,A.P.C. # 4,2603335613-1,EVINRUDE,0.840,65.00
1260961752008,26094490,A.P.C. # 12,2603255913-1,YAMAHA,0.840,115.00
1260961752008,26094482,A.P.C. #11,2603187513-6,YAMAHA,0.840,48.00
1260963370597,26093922,A.P.C. # 5,2603335713-2,EVINRUDE,0.840,65.00
1260963370597,26093930,A.P.C. # 6,2603335813-5,SUZUKI,0.840,50.00
1260963370597,26094250,A.P.C. # 7,2603029913-6,YAMAHA,0.840,75.00
1020308320531,02005841,MASA I,0201095713-8,EVINRUDE,0.840,65.00
1020308320531,02005858,MASA II,0201095813-0,EVINRUDE,0.840,115.00
1020308320531,02005882,MASA V,0201096113-5,SUZUKI,0.840,115.00
120040993110,20018263,TIBURON I,2001141213-8,YAMAHA,0.840,75.00
12509899313522,25139882,ALMITA,25031463135,MERCURY,0.840,60.00
1260969930601,26094722,AVENTURERA # 10,2603341313-6,JOHNSON,0.840,65.00
1260969930601,26094730,AVENTURERA # 11,2603341413-9,JOHNSON,0.840,65.00
12604716707-1,26094698,AVENTURERA # 7,2603341013-4,YAMAHA,0.840,48.00
12604716707-1,26094706,AVENTURERA # 8,2603341113-1,EVINRUDE,0.840,65.00
12604716707-1,26094714,AVENTURERA # 9,2603341213-0,EVINRUDE,0.840,65.00
1260963370111,26094938,DOÑA ANGELINA I,2603275513-2,YAMAHA,0.840,50.00
1260963370111,26094946,DOÑA ANGELINA II,2603275613-1,YAMAHA,0.840,60.00
1260963370111,26095018,DOÑA ANGELINA III,2603275713-4,YAMAHA,0.840,48.00
1260963370111,26095026,DOÑA ANGELINA IV,2603275813-8,YAMAHA,0.840,50.00
1260963370111,26095034,DOÑA ANGELINA V,2603275913-8,YAMAHA,0.840,50.00
1020308320472,02028033,LA HORCA,0301068213-4,SUZUKI,0.350,50.00
1020308320472,02024172,SAMA I,0301062113-2,SUZUKI,0.840,115.00
1020308320472,02024180,SAMA II,0301062213-7,SUZUKI,0.840,115.00
1020308320472,02024198,SAMA III,0301062313-6,SUZUKI,0.840,115.00
1020308320472,02028009,TIBURON,0301068313-4,SUZUKI,1.750,115.00
1020308320472,02028017,TIBURON II,0301068413-1,SUZUKI,0.840,50.00
1020308320472,02028025,XOCHITL,0301068513-3,SUZUKI,0.350,90.00
116014384010,16604654,CIELITO,16011629135,A REMO,0.360,0.00
116014384010,16604662,NAYELI,16011630133,A REMO,0.360,0.00
106015993036-2,06005409,CHANIZ,0601137923-4,YAMAHA,0.840,75.00
106015993036-2,06005383,DALIA,0601137823-5,YAMAHA,0.840,60.00
106015993036-2,06005375,DANIA,0601137723-2,YAMAHA,0.840,75.00
106015993036-2,06005425,GENESIS,0601152613-5,YAMAHA,0.840,75.00
106015993036-2,06005433,GRISELDA,0601152513-3,YAMAHA,0.840,60.00
106015993036-2,06005391,NEPPA,06011376231,YAMAHA,0.840,85.00
106015993036-2,06005417,TANGUERO,06011375235,YAMAHA,1.750,115.00
1261122020103,26014647,S. C. P. P. A. P. H. # 1,2603036113-5,MERCURY,0.840,60.00
1261122020103,26014654,S. C. P. P. A. P. H. # 2,2603036213-3,MERCURY,0.840,60.00
1261122020103,26014688,S. C. P. P. A. P. H. # 3,2603036313-5,MERCURY,0.840,60.00
126047993316-1,26041371,PUNTA MERO IX,2602149613-4,YAMAHA,0.840,60.00
126047993316-1,26041347,PUNTA MERO VI,2602149313-3,YAMAHA,0.840,65.00
126047993316-1,26041355,PUNTA MERO VII,2602149413-5,YAMAHA,0.840,65.00
126047993316-1,26041363,PUNTA MERO VIII,2602149513-2,MERCURY,0.840,75.00
1260471680215,26041307,PUNTA MERO I,2602148813-6,MERCURY,0.840,60.00
1260471680215,26041315,PUNTA MERO II,2602148913-6,YAMAHA,0.840,60.00
1260471680215,26041323,PUNTA MERO III,2602149013-9,YAMAHA,0.840,75.00
1260471680215,26041331,PUNTA MERO IV,2602149113-6,MERCURY,0.840,60.00
1260471680215,26041371,PUNTA MERO IX,2602149613-4,YAMAHA,0.840,60.00
1260471680215,26041339,PUNTA MERO V,2602149213-6,YAMAHA,0.840,60.00
1260471680215,26041347,PUNTA MERO VI,2602149313-3,YAMAHA,0.840,65.00
1260471680215,26041355,PUNTA MERO VII,2602149413-5,YAMAHA,0.840,65.00
1260471680215,26041363,PUNTA MERO VIII,2602149513-2,MERCURY,0.840,75.00
1260471680215,26041379,PUNTA MERO X,2602149713-3,EVINRUDE,0.840,65.00
1260470410036,26041371,PUNTA  MERO IX,2602149613-4,YAMAHA,0.840,60.00
1260470410036,26041379,PUNTA MERO  X,2602149713-3,EVINRUDE,0.840,65.00
12507299318010,25136755,ANGEL YUNIOR,2503288813-9,YAMAHA,0.840,60.00
102063025053,02027652,BELUGA,0201284013-6,YAMAHA,0.840,60.00
102063025053,02027662,BORIS,0201284113-6,YAMAHA,0.840,60.00
102063025053,02027639,BUGGS,0201283813-2,YAMAHA,0.840,60.00
102063025053,02027647,GALILEO,0201283913-1,YAMAHA,0.840,60.00
118028993368,18028928,J. EMANUEL,1801740813-8,YAMAHA,0.840,75.00
125015175190,25000720,COSPITA 1,2502120113-8,YAMAHA,0.840,100.00
125015175190,25000738,COSPITA 10,2502121013-8,YAMAHA,0.840,60.00
125015175190,25000746,COSPITA 11,2501211113-8,HONDA,0.840,90.00
125015175190,25000753,COSPITA 12,2502121213-5,YAMAHA,0.840,75.00
125015175190,25000761,COSPITA 13,2502121313-2,YAMAHA,0.840,75.00
125015175190,25000779,COSPITA 14,2502121413-8,YAMAHA,0.840,75.00
125015175190,25000787,COSPITA 15,2502121513-1,YAMAHA,0.840,75.00
125015175190,25059072,COSPITA 16,25024811013-8,YAMAHA,0.840,75.00
125015175190,25059049,COSPITA 17,2502481113-2,YAMAHA,0.840,75.00
125015175190,25059023,COSPITA 18,2502481213-5,HONDA,0.840,75.00
125015175190,25045592,COSPITA 19,2502481313-1,YAMAHA,0.840,90.00
125015175190,25000795,COSPITA 2,2502120213-7,YAMAHA,0.840,115.00
125015175190,25058884,COSPITA 20,2502481413-1,YAMAHA,0.840,75.00
125015175190,25045626,COSPITA 21,2502481513-9,HONDA,0.840,50.00
125015175190,25059130,COSPITA 22,2502481613-3,YAMAHA,0.840,60.00
125015175190,25059114,COSPITA 23,2502481713-8,HONDA,0.840,50.00
125015175190,25058876,COSPITA 24,2502481813-4,YAMAHA,0.840,75.00
125015175190,25045642,COSPITA 25,2502481913-3,YAMAHA,0.840,75.00
125015175190,25059098,COSPITA 26,2502482013-4,YAMAHA,0.840,115.00
125015175190,25059015,COSPITA 27,2502482113-5,YAMAHA,0.840,60.00
125015175190,25059056,COSPITA 28,2502482213-3,YAMAHA,0.840,115.00
125015175190,25045600,COSPITA 29,2502483013-3,HONDA,0.840,60.00
125015175190,25000803,COSPITA 3,2502120313-7,YAMAHA,0.840,75.00
125015175190,25059106,COSPITA 30,2502483113-1,HONDA,0.840,90.00
125015175190,25059064,COSPITA 31,2502483213-3,YAMAHA,0.840,60.00
125015175190,25045618,COSPITA 32,2502483313-3,HONDA,0.840,50.00
125015175190,25059080,COSPITA 33,2502483413-9,HONDA,0.840,90.00
125015175190,25059031,COSPITA 34,2502483513-2,HONDA,0.840,90.00
125015175190,25059122,COSPITA 35,2502483613-1,YAMAHA,0.840,75.00
125015175190,25045634,COSPITA 36,2502483713-7,YAMAHA,0.840,75.00
125015175190,25000811,COSPITA 4,2502120413-8,HONDA,0.840,75.00
125015175190,25000829,COSPITA 5,2502120513-6,YAMAHA,0.840,75.00
125015175190,25000837,COSPITA 6,2502120613-6,YAMAHA,0.840,60.00
125015175190,25000845,COSPITA 7,2502120713-6,YAMAHA,0.840,115.00
125015175190,25000852,COSPITA 8,2502120813-5,YAMAHA,0.840,75.00
125015175190,25000860,COSPITA 9,2502120913-4,HONDA,0.840,75.00
125015175191,25046103,CEUTA 1,2502121613-4,HONDA,0.840,75.00
125015175191,25032343,CEUTA 10,2502122513-6,HONDA,0.840,90.00
125015175191,25032517,CEUTA 11,2502122613-6,HONDA,0.840,90.00
125015175191,25032509,CEUTA 12,2502122713-3,HONDA,0.840,50.00
125015175191,25032491,CEUTA 13,2502122813-4,YAMAHA,0.840,115.00
125015175191,25032350,CEUTA 14,2502122913-3,HONDA,0.840,90.00
125015175191,25032483,CEUTA 15,2502123013-7,YAMAHA,0.840,75.00
125015175191,25032368,CEUTA 16,2502451313-6,YAMAHA,0.840,75.00
125015175191,25032400,CEUTA 17,2502451413-9,YAMAHA,0.840,115.00
125015175191,25046152,CEUTA 18,2502451513-5,YAMAHA,0.840,75.00
125015175191,25032392,CEUTA 19,2502451613-8,HONDA,0.840,90.00
125015175191,25032426,CEUTA 2,2502121713-6,YAMAHA,0.840,85.00
125015175191,25032459,CEUTA 20,2502451713-7,HONDA,0.840,90.00
125015175191,25064031,CEUTA 21,2502479913-3,HONDA,0.840,90.00
125015175191,25032525,CEUTA 22,2502480013-4,YAMAHA,0.840,75.00
125015175191,25046129,CEUTA 23,2502480113-8,WIZARD,0.840,75.00
125015175191,25046160,CEUTA 24,2502480213-4,MERCURY,0.840,60.00
125015175191,25064023,CEUTA 25,2502480313-3,YAMAHA,0.840,115.00
125015175191,25057472,CEUTA 26,2502480413-7,YAMAHA,0.840,60.00
125015175191,25046111,CEUTA 27,2502480513-3,HONDA,0.840,90.00
125015175191,25057498,CEUTA 28,2502480613-2,HONDA,0.840,75.00
125015175191,25046095,CEUTA 29,2502480713-5,HONDA,0.840,75.00
125015175191,25046137,CEUTA 3,2502121813-5,YAMAHA,0.840,75.00
125015175191,25032533,CEUTA 30,2502480813-9,HONDA,0.840,90.00
125015175191,25039587,CEUTA 31,2502480913-8,HONDA,0.840,75.00
125015175191,25057480,CEUTA 32,2502610113-7,MERCURY,0.840,90.00
125015175191,25032475,CEUTA 33,2502610213-6,HONDA,0.840,90.00
125015175191,25046178,CEUTA 34,2502610313-6,YAMAHA,0.840,60.00
125015175191,25031709,CEUTA 35,2502610413-6,YAMAHA,0.840,75.00
125015175191,25032442,CEUTA 4,2502121913-5,HONDA,0.840,90.00
125015175191,25032434,CEUTA 5,2502122013-7,MERCURY,0.840,60.00
125015175191,25032418,CEUTA 6,2502122113-5,YAMAHA,0.840,60.00
125015175191,25032376,CEUTA 7,2502122213-7,YAMAHA,0.840,115.00
125015175191,25032467,CEUTA 8,2502122313-7,YAMAHA,0.840,115.00
125015175191,25032384,CEUTA 9,2502122413-4,HONDA,0.840,50.00
102030025042,02003572,PUNTA CANOAS 1,0201255410-4,YAMAHA,0.840,75.00
102030025042,02026300,PUNTA CANOAS 10,0201362613-5,YAMAHA,0.840,60.00
102030025042,02026318,PUNTA CANOAS 11,0201362713-5,YAMAHA,0.840,60.00
102030025042,02025427,PUNTA CANOAS 12,0201362813-4,HONDA,0.840,50.00
102030025042,02026326,PUNTA CANOAS 13,0201362913-3,YAMAHA,0.840,60.00
102030025042,02025435,PUNTA CANOAS 14,0201363013-6,SUZUKI,0.840,70.00
102030025042,02004141,PUNTA CANOAS 2,0201255510-5,YAMAHA,0.840,75.00
102030025042,02004166,PUNTA CANOAS 3,0201255610-5,YAMAHA,0.840,60.00
102030025042,02004174,PUNTA CANOAS 4,0201255710-2,YAMAHA,0.350,60.00
102030025042,02026284,PUNTA CANOAS 8,0201362413-7,YAMAHA,0.840,75.00
102030025042,02026292,PUNTA CANOAS 9,0201362513-6,YAMAHA,0.840,75.00
1020303090205,02024008,ST-I,0201037713-8,YAMAHA,0.840,50.00
1020303090205,02000719,ST-II,0201037813-1,HONDA,0.840,50.00
1020303090205,02000727,ST-III,0201037913-9,YAMAHA,0.350,40.00
1020303090205,02024016,ST-IV,0201038013-6,HONDA,0.350,50.00
1020303090205,02002277,ST-IX,0201038513-5,MERCURY,0.350,55.00
1020303090205,02024024,ST-V,0201038113-4,JOHNSON,0.350,85.00
1020303090205,02000750,ST-VI,0201038213-6,HONDA,0.350,50.00
1020303090205,02002251,ST-VII,0201038313-5,MARINER,0.350,55.00
1020303090205,02002269,ST-VIII,0201038413-3,HONDA,0.350,50.00
1020303090205,02001923,ST-X,0201038613-4,HONDA,0.840,50.00
1020303090205,02001931,ST-XI,0201038713-1,YAMAHA,0.840,40.00
1020303090205,02001949,ST-XII,0201038813-3,EVINRUDE,0.840,55.00
1020303090205,02024032,ST-XIII,0201038913-2,YAMAHA,0.350,115.00
1020303090205,02002285,ST-XIV,0201039013-5,YAMAHA,0.840,75.00
1020303090205,02002290,ST-XV,0201039113-3,YAMAHA,0.350,50.00
126054025018,26079186,BETO I,2601278813-6,YAMAHA,1.750,115.00
126054025018,26018713,ISLA DE SONORA II,2601060113-4,SUZUKI,0.840,90.00
126054025018,26041046,ISLA DE SONORA V,2601259113-3,YAMAHA,0.840,115.00
126054025018,26018937,ISLAS DE SONORA I,2601258813-8,YAMAHA,0.840,75.00
126054025018,26018721,LAURA YAZMIN,2601059913-8,YAMAHA,0.840,75.00
126054025018,26079178,SAMUEL,2601278713-3,YAMAHA,1.750,115.00
126054025018,26018739,YOSELIN,2601060213-6,SUZUKI,0.840,90.00
102030310003,02016574,Coronado I,02010158133,JOHNSON,0.840,110.00
102030310003,02005056,Coronado II,02010159132,YAMAHA,0.350,85.00
1020308320509,02001410,VIVIANA I,0201121213-3,YAMAHA,0.840,65.00
1020308320509,02001428,VIVIANA II,0201121313-6,YAMAHA,0.840,115.00
1020300250031,02027118,PROVEMAR I,0201346213-7,YAMAHA,0.840,60.00
1020300250031,02027126,PROVEMAR II,0201346313-4,YAMAHA,0.840,60.00
125098175188,25048588,ANGEL FLORES 01,2502304613-5,YAMAHA,0.840,115.00
125098175188,25033861,ANGEL FLORES 02,2502304713-2,YAMAHA,0.840,115.00
125098175188,25033820,ANGEL FLORES 03,2502304813-3,YAMAHA,0.840,60.00
125098175188,25033879,ANGEL FLORES 04,2502304913-3,YAMAHA,0.840,115.00
125098175188,25033812,ANGEL FLORES 05,2502305013-4,YAMAHA,0.840,60.00
125098175188,25031885,ANGEL FLORES 06,2502305113-6,YAMAHA,0.840,115.00
125098175188,25048745,ANGEL FLORES 07,2502305213-7,YAMAHA,0.840,115.00
125098175188,25032541,ANGEL FLORES 08,2502305313-1,YAMAHA,0.840,50.00
125098175188,25048521,ANGEL FLORES 10,2502305513-9,YAMAHA,0.840,115.00
125098175188,25048729,ANGEL FLORES 11,2502305613-5,YAMAHA,0.840,60.00
125098175188,25048596,ANGEL FLORES 12,2502305713-4,YAMAHA,0.840,60.00
125098175188,25048604,ANGEL FLORES 13,2502305813-1,YAMAHA,0.840,60.00
125098175188,25033853,ANGEL FLORES 14,2502035913-9,YAMAHA,0.840,115.00
125098175188,25033838,ANGEL FLORES 15,2502306013-1,YAMAHA,0.840,115.00
125098175188,25048679,ANGEL FLORES 16,2502306113-6,YAMAHA,0.840,115.00
125098175188,25033846,ANGEL FLORES 17,2502306213-3,YAMAHA,0.840,50.00
125098175188,25048612,ANGEL FLORES 19,2502306413-5,YAMAHA,0.840,60.00
125098175188,25077819,ANGEL FLORES 21,2502306613-2,YAMAHA,0.840,60.00
125098175188,25048646,ANGEL FLORES 22,2502306713-3,YAMAHA,0.840,75.00
125098175188,25048752,ANGEL FLORES 23,2502306613-6,YAMAHA,0.840,50.00
125098175188,25048737,ANGEL FLORES 24,2502306913-5,YAMAHA,0.840,50.00
125098175188,25048760,ANGEL FLORES 25,2502307013-5,YAMAHA,0.840,50.00
125098175188,25048778,ANGEL FLORES 26,2502307113-3,YAMAHA,0.840,50.00
125098175188,25048785,ANGEL FLORES 27,2502307213-5,YAMAHA,0.840,115.00
125098175188,25048794,ANGEL FLORES 28,2502307313-5,YAMAHA,0.840,75.00
125098175188,25048810,ANGEL FLORES 29,2502307413-2,YAMAHA,0.840,50.00
125098175188,25046620,ANGEL FLORES 30,2502307513-4,YAMAHA,0.840,115.00
125098175188,25048703,ANGEL FLORES 31,2502307613-3,YAMAHA,0.840,115.00
125098175188,25046711,ANGEL FLORES 32,2502307713-9,YAMAHA,0.840,115.00
125098175188,25048687,ANGEL FLORES 35,2502308013-5,YAMAHA,0.840,115.00
125098175188,25048661,ANGEL FLORES 41,2502308613-6,YAMAHA,0.840,50.00
125098175188,25048653,ANGEL FLORES 64,2502310913-3,YAMAHA,0.840,60.00
125015173187,25004896,CASATRO VERDUZCO 25,2502159513-1,HONDA,0.840,60.00
125015173187,25004904,CASATRO VERDUZCO 27,2502159713-6,HONDA,0.840,50.00
125015173187,25005182,CASATRO VERDUZCO 31,2502160113-7,HONDA,0.840,90.00
125015173187,25005190,CASATRO VERDUZCO 32,2502160213-6,HONDA,0.840,90.00
125015173187,25004805,CASTRO VERDUZCO 1,2502157113-8,YAMAHA,0.840,75.00
125015173187,25005083,CASTRO VERDUZCO 10,2502158013-3,HONDA,0.840,50.00
125015173187,25005091,CASTRO VERDUZCO 11,2502158113-1,HONDA,0.840,90.00
125015173187,25005109,CASTRO VERDUZCO 12,2502158213-3,HONDA,0.840,50.00
125015173187,25005117,CASTRO VERDUZCO 13,2502158313-3,HONDA,0.840,50.00
125015173187,25005125,CASTRO VERDUZCO 14,2502158413-9,HONDA,0.840,50.00
125015173187,25004813,CASTRO VERDUZCO 15,2502158513-2,HONDA,0.840,50.00
125015173187,25005133,CASTRO VERDUZCO 16,2502158613-1,YAMAHA,0.840,50.00
125015173187,25004821,CASTRO VERDUZCO 17,2502158713-7,YAMAHA,0.840,50.00
125015173187,25005141,CASTRO VERDUZCO 18,2502158813-8,HONDA,0.840,50.00
125015173187,25004839,CASTRO VERDUZCO 19,2502158913-8,HONDA,0.840,50.00
125015173187,25005158,CASTRO VERDUZCO 2,2502157213-8,YAMAHA,0.840,75.00
125015173187,25004847,CASTRO VERDUZCO 20,2502159013-3,HONDA,0.840,50.00
125015173187,25004854,CASTRO VERDUZCO 21,2502159113-9,HONDA,0.840,50.00
125015173187,25004862,CASTRO VERDUZCO 22,2502159213-2,HONDA,0.840,50.00
125015173187,25004870,CASTRO VERDUZCO 23,2502159313-2,HONDA,0.840,50.00
125015173187,25004888,CASTRO VERDUZCO 24,2502159413-8,HONDA,0.840,50.00
125015173187,25005166,CASTRO VERDUZCO 26,2502159613-9,HONDA,0.840,60.00
125015173187,25081456,CASTRO VERDUZCO 28,2502158913-8,HONDA,0.840,50.00
125015173187,25005174,CASTRO VERDUZCO 29,2502159913-8,HONDA,0.840,50.00
125015173187,25004912,CASTRO VERDUZCO 3,2502157313-5,YAMAHA,0.840,60.00
125015173187,25004920,CASTRO VERDUZCO 30,2502160013-6,HONDA,0.840,50.00
125015173187,25005208,CASTRO VERDUZCO 33,2502160313-6,HONDA,0.840,50.00
125015173187,25004938,CASTRO VERDUZCO 34,2502160413-6,HONDA,0.840,75.00
125015173187,25004946,CASTRO VERDUZCO 35,2502160513-5,HONDA,0.840,60.00
125015173187,25005216,CASTRO VERDUZCO 36,2502160613-4,HONDA,0.840,75.00
125015173187,25005224,CASTRO VERDUZCO 37,2502160713-5,HONDA,0.840,90.00
125015173187,25005232,CASTRO VERDUZCO 38,2502160813-3,HONDA,0.840,60.00
125015173187,25005240,CASTRO VERDUZCO 39,2502160913-2,HONDA,0.840,75.00
125015173187,25005257,CASTRO VERDUZCO 4,2502157413-7,YAMAHA,0.840,60.00
